"","arrest_key","arrest_date","pd_cd","pd_desc","ky_cd","ofns_desc","law_code","law_cat_cd","arrest_boro","arrest_precinct","jurisdiction_code","age_group","perp_sex","perp_race","x_coord_cd","y_coord_cd","latitude","longitude"
"346",173126999,"2017-12-31T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","K",63,0,"45-64","F","BLACK",1005804,161486,40.609900125,-73.922372861
"347",173120419,"2017-12-31T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","B",44,0,"45-64","M","BLACK",1009394,242828,40.8331545990001,-73.9091393109999
"348",173127728,"2017-12-31T00:00:00.000",114,"OBSTR BREATH/CIRCUL",344,"ASSAULT 3 & RELATED OFFENSES","PL 1211100","M","Q",113,0,"25-44","M","BLACK",1046202,190508,40.68936862,-73.7766098669999
"349",173129262,"2017-12-31T00:00:00.000",567,"MARIJUANA, POSSESSION 4 & 5",235,"DANGEROUS DRUGS","PL 2211500","M","S",120,0,"25-44","M","BLACK",959960,162596,40.612939762,-74.087487945
"350",173129124,"2017-12-31T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200002","M","K",83,0,"45-64","M","WHITE HISPANIC",1003807,195345,40.7028402720001,-73.929467038
"351",173129252,"2017-12-31T00:00:00.000",779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,"MISCELLANEOUS PENAL LAW","PL 2155100","F","K",60,0,"25-44","M","WHITE",995424,150488,40.579731993,-73.959775501
"352",173129256,"2017-12-31T00:00:00.000",105,"STRANGULATION 1ST",106,"FELONY ASSAULT","PL 1211200","F","Q",110,0,"18-24","M","BLACK",1016393,208158,40.737972078,-73.884013141
"353",173129123,"2017-12-31T00:00:00.000",782,"WEAPONS, POSSESSION, ETC",236,"DANGEROUS WEAPONS","PL 2650101","M","B",40,0,"45-64","M","BLACK",1007034,236608,40.8160888740001,-73.917688689
"354",173107283,"2017-12-30T00:00:00.000",567,"MARIJUANA, POSSESSION 4 & 5",235,"DANGEROUS DRUGS","PL 2211001","M","K",73,2,"25-44","M","BLACK",1009347,183819,40.6711900760001,-73.909529381
"355",173110245,"2017-12-30T00:00:00.000",397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,"ROBBERY","PL 160102A","F","M",14,3,"25-44","M","ASIAN / PACIFIC ISLANDER",986882,214802,40.7562662070001,-73.990501248
"356",173093652,"2017-12-30T00:00:00.000",511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,"DANGEROUS DRUGS","PL 2200300","M","K",70,0,"25-44","M","WHITE",995435,174621,40.6459720920001,-73.9596959309999
"357",173104473,"2017-12-30T00:00:00.000",259,"MISCHIEF,CRIMINAL     UNCLASSIFIED 4TH DEG",351,"CRIMINAL MISCHIEF & RELATED OFFENSES","PL 1450001","M","S",121,0,"18-24","F","BLACK",938149,171781,40.6380639820001,-74.1661083019999
"358",173110223,"2017-12-30T00:00:00.000",779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,"MISCELLANEOUS PENAL LAW","PL 2052501","F","B",41,72,"45-64","F","WHITE HISPANIC",1017934,232221,40.804012949,-73.8783318329999
"359",173108376,"2017-12-30T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","M",6,0,"25-44","M","BLACK",985056,207791,40.737023123,-73.997093032
"360",173108382,"2017-12-30T00:00:00.000",848,"NY STATE LAWS,UNCLASSIFIED MISDEMEANOR",364,"OTHER STATE LAWS (NON PENAL LAW)","CPL5700600","M","Q",113,3,"25-44","M","BLACK",1046315,187088,40.679980738,-73.7762339069999
"361",173110246,"2017-12-30T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200501","F","Q",105,0,"18-24","M","ASIAN / PACIFIC ISLANDER",1051691,202343,40.721812664,-73.756698752
"362",173107290,"2017-12-30T00:00:00.000",511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,"DANGEROUS DRUGS","PL 2200300","M","M",23,0,"45-64","M","WHITE HISPANIC",999737,228497,40.7938422170001,-73.944069584
"363",173107279,"2017-12-30T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","B",45,0,"45-64","F","WHITE",1030990,255310,40.8673260520001,-73.8310116069999
"364",173107277,"2017-12-30T00:00:00.000",782,"WEAPONS, POSSESSION, ETC",236,"DANGEROUS WEAPONS","PL 2650101","M","B",44,0,"45-64","M","WHITE HISPANIC",1003593,237793,40.819349569,-73.9301167209999
"365",173105395,"2017-12-30T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","Q",113,0,"18-24","M","BLACK",1043519,182500,40.667406907,-73.7863548349999
"366",173093896,"2017-12-30T00:00:00.000",478,"THEFT OF SERVICES, UNCLASSIFIED",343,"OTHER OFFENSES RELATED TO THEFT","PL 1651503","M","B",52,1,"25-44","M","BLACK",1013465,254827,40.8660757600001,-73.8943757869999
"367",173111955,"2017-12-30T00:00:00.000",639,"AGGRAVATED HARASSMENT 2",361,"OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV","PL 2403002","M","B",52,0,"25-44","M","WHITE HISPANIC",1017440,256046,40.869407492,-73.879998313
"368",173111103,"2017-12-30T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","M",20,0,"45-64","M","BLACK",988689,221787,40.7754375060001,-73.983974271
"369",173111109,"2017-12-30T00:00:00.000",698,"INCOMPETENT PERSON,KNOWINGLY ENDANGERING",120,"ENDAN WELFARE INCOMP","PL 26025F0","F","M",17,0,"65+","M","WHITE",992254,214997,40.756798201,-73.971110787
"370",173112642,"2017-12-30T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","B",44,0,"25-44","M","BLACK",1005725,244226,40.837001388,-73.9223933869999
"371",173115853,"2017-12-30T00:00:00.000",782,"WEAPONS, POSSESSION, ETC",236,"DANGEROUS WEAPONS","PL 2650101","M","M",25,97,"45-64","M","BLACK",1004138,226326,40.7878745990001,-73.928181646
"372",173113511,"2017-12-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K",77,0,"25-44","M","BLACK",997735,185303,40.6752886240001,-73.9513864469999
"373",173110225,"2017-12-30T00:00:00.000",397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,"ROBBERY","PL 160102A","F","B",47,0,"18-24","M","BLACK",1023992,261067,40.883161504,-73.856278883
"374",173113393,"2017-12-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M",9,2,"25-44","M","WHITE HISPANIC",990896,201774,40.720505465,-73.976025587
"375",173113228,"2017-12-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B",43,0,"<18","M","WHITE HISPANIC",1018791,240921,40.8278886850001,-73.875191502
"376",173112660,"2017-12-30T00:00:00.000",748,"CONTEMPT,CRIMINAL",359,"OFFENSES AGAINST PUBLIC ADMINISTRATION","PL 2155006","M","M",32,0,"25-44","F","BLACK",1001753,237350,40.8181374970001,-73.9367656479999
"377",173104458,"2017-12-30T00:00:00.000",905,"INTOXICATED DRIVING,ALCOHOL",347,"INTOXICATED & IMPAIRED DRIVING","VTL11920U2","M","K",61,0,"25-44","M","WHITE",1000893,154459,40.5906230190001,-73.940077555
"378",173110250,"2017-12-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q",114,0,"25-44","M","WHITE",1009464,222850,40.7783203160001,-73.908961382
"379",173111094,"2017-12-30T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","B",42,0,"25-44","M","BLACK",1014727,243921,40.836137775,-73.8898626559999
"380",173111958,"2017-12-30T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEANOR",348,"VEHICLE AND TRAFFIC LAWS","VTL05110A4","M","K",72,0,"25-44","M","WHITE HISPANIC",982518,175733,40.6490311840001,-74.006243048
"381",173104469,"2017-12-30T00:00:00.000",779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,"MISCELLANEOUS PENAL LAW","PL 215510B","F","Q",101,0,"25-44","M","BLACK",1053650,158969,40.602745951,-73.750077865
"382",173110224,"2017-12-30T00:00:00.000",198,"CRIMINAL CONTEMPT 1",126,"MISCELLANEOUS PENAL LAW","PL 21551B4","F","B",48,0,"25-44","M","BLACK",1014256,250228,40.8534502420001,-73.891536549
"383",173104457,"2017-12-30T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200501","F","K",73,97,"<18","M","BLACK",1008427,183518,40.67036646,-73.9128469619999
"384",173102772,"2017-12-30T00:00:00.000",203,"TRESPASS 3, CRIMINAL",352,"CRIMINAL TRESPASS","PL 140100G","M","M",14,1,"18-24","M","BLACK",987078,215157,40.757240531,-73.9897936369999
"385",173111099,"2017-12-30T00:00:00.000",114,"OBSTR BREATH/CIRCUL",344,"ASSAULT 3 & RELATED OFFENSES","PL 1211100","M","K",67,0,"25-44","M","BLACK",1004598,180139,40.661101484,-73.9266601269999
"386",173110253,"2017-12-30T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","Q",109,0,"65+","F","WHITE HISPANIC",1031438,215707,40.7586246750001,-73.829670268
"387",173110236,"2017-12-30T00:00:00.000",439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,"GRAND LARCENY","PL 1553001","F","M",14,0,"45-64","F","BLACK",989099,212984,40.75127532,-73.982500299
"388",173110228,"2017-12-30T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200502","F","B",49,0,"45-64","F","BLACK",1020086,254810,40.8660047060001,-73.8704379489999
"389",173108375,"2017-12-30T00:00:00.000",511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,"DANGEROUS DRUGS","PL 2200300","M","M",14,7,"25-44","M","WHITE HISPANIC",986320,212857,40.750927823,-73.992530384
"390",173107287,"2017-12-30T00:00:00.000",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117,"DANGEROUS DRUGS","PL 2201601","F","M",32,0,"25-44","M","BLACK",1001900,238191,40.820445512,-73.936232347
"391",173107278,"2017-12-30T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","B",52,0,"25-44","F","BLACK",1009690,257590,40.873671035,-73.9080136489999
"392",173106334,"2017-12-30T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","B",52,0,"25-44","M","BLACK HISPANIC",1012887,253829,40.863338448,-73.896469785
"393",173104465,"2017-12-30T00:00:00.000",567,"MARIJUANA, POSSESSION 4 & 5",235,"DANGEROUS DRUGS","PL 2211001","M","M",19,0,"18-24","M","WHITE HISPANIC",999249,223595,40.78038838,-73.945842958
"394",173104452,"2017-12-30T00:00:00.000",639,"AGGRAVATED HARASSMENT 2",361,"OFF. AGNST PUB ORD SENSBLTY &","PL 24030M1","M","B",41,0,"25-44","F","WHITE HISPANIC",1013086,236614,40.816087661,-73.8958243539999
"395",173103591,"2017-12-30T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","K",84,0,"25-44","M","WHITE HISPANIC",988474,190818,40.6904353080001,-73.984769974
"396",173103584,"2017-12-30T00:00:00.000",397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,"ROBBERY","PL 1600500","F","K",70,0,"25-44","M","BLACK",994302,170739,40.6353181910001,-73.963784516
"397",173099458,"2017-12-30T00:00:00.000",905,"INTOXICATED DRIVING,ALCOHOL",347,"INTOXICATED & IMPAIRED DRIVING","VTL11920U2","M","Q",102,0,"25-44","M","BLACK",1030953,194101,40.699324157,-73.831570888
"398",173097442,"2017-12-30T00:00:00.000",106,"ASSAULT 2,1,PEACE OFFICER",106,"FELONY ASSAULT","PL 1200800","F","B",43,2,"25-44","F","BLACK",1021283,238581,40.8214559580001,-73.866199874
"399",173097439,"2017-12-30T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200512","F","B",43,2,"25-44","M","BLACK",1021543,239271,40.823348717,-73.865256652
"400",173097302,"2017-12-30T00:00:00.000",905,"INTOXICATED DRIVING,ALCOHOL",347,"INTOXICATED & IMPAIRED DRIVING","VTL11920U3","M","Q",104,0,"25-44","M","WHITE HISPANIC",1009849,196198,40.7051661400001,-73.907672691
"401",173097292,"2017-12-30T00:00:00.000",729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,"FORGERY","PL 1702500","F","K",69,0,"25-44","M","BLACK",1015794,169122,40.630829411,-73.886357375
"402",173095154,"2017-12-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q",114,0,"25-44","F","WHITE",1003788,221416,40.7743987320001,-73.929459847
"403",173095142,"2017-12-30T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","K",90,0,"25-44","M","WHITE HISPANIC",998016,196598,40.706290365,-73.950350331
"404",173095145,"2017-12-30T00:00:00.000",707,"IMPERSONATION 2, PUBLIC SERVANT",340,"FRAUDS","PL 1902300","M","M",25,2,"25-44","F","BLACK HISPANIC",1002426,231368,40.8017172080001,-73.934350394
"405",173097458,"2017-12-30T00:00:00.000",969,"TRAFFIC,UNCLASSIFIED INFRACTION",881,"OTHER TRAFFIC INFRACTION","VTL051101A","M","Q",106,0,"25-44","M","ASIAN / PACIFIC ISLANDER",1030263,186644,40.678860054,-73.834110239
"406",173093904,"2017-12-30T00:00:00.000",563,"PROSTITUTION",356,"PROSTITUTION & RELATED OFFENSES","PL 2300000","M","K",62,0,"25-44","F","WHITE HISPANIC",984231,163471,40.615374753,-74.0000698759999
"407",173093673,"2017-12-30T00:00:00.000",567,"MARIJUANA, POSSESSION 4 & 5",235,"DANGEROUS DRUGS","PL 2211001","M","Q",101,0,"18-24","M","WHITE HISPANIC",1043516,157081,40.597637353,-73.786588876
"408",173100194,"2017-12-30T00:00:00.000",511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,"DANGEROUS DRUGS","PL 2200300","M","K",83,0,"25-44","M","WHITE HISPANIC",1004729,195494,40.703247156,-73.9261412939999
"409",173101847,"2017-12-30T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","M",34,0,"25-44","F","WHITE HISPANIC",1006670,254235,40.864470773,-73.918944803
"410",173095132,"2017-12-30T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200502","F","B",47,0,"18-24","M","BLACK",1025466,263475,40.8897639400001,-73.8509335159999
"411",173103588,"2017-12-30T00:00:00.000",223,"BURGLARY,RESIDENCE,NIGHT",107,"BURGLARY","PL 1402502","F","K",90,0,"25-44","M","WHITE HISPANIC",998016,196598,40.706290365,-73.950350331
"412",173097581,"2017-12-30T00:00:00.000",265,"MISCHIEF 1,CRIMINAL,EXPLOSIVE",121,"CRIMINAL MISCHIEF & RELATED OFFENSES","PL 1451200","F","M",6,0,"25-44","M","WHITE",984213,204463,40.7278886140001,-74.000134942
"413",173112646,"2017-12-30T00:00:00.000",779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,"MISCELLANEOUS PENAL LAW","PL 2155100","F","B",42,0,"45-64","M","BLACK",1012869,242599,40.8325154840001,-73.8965827929999
"414",173110239,"2017-12-30T00:00:00.000",209,"BURGLARS TOOLS,UNCLASSIFIED",231,"BURGLAR'S TOOLS","PL 1403500","M","M",20,0,"45-64","M","BLACK",988854,221400,40.774375208,-73.9833787979999
"415",173110235,"2017-12-30T00:00:00.000",567,"MARIJUANA, POSSESSION 4 & 5",235,"DANGEROUS DRUGS","PL 2211001","M","K",76,2,"18-24","M","BLACK",982426,185197,40.67500776,-74.006577149
"416",173110220,"2017-12-30T00:00:00.000",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117,"DANGEROUS DRUGS","PL 2201601","F","B",40,0,"25-44","M","BLACK",1007822,234755,40.8110008400001,-73.9148483549999
"417",173105385,"2017-12-30T00:00:00.000",567,"MARIJUANA, POSSESSION 4 & 5",235,"DANGEROUS DRUGS","PL 2211001","M","K",73,2,"18-24","M","BLACK",1009656,181287,40.664239422,-73.908425011
"418",173104472,"2017-12-30T00:00:00.000",779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,"MISCELLANEOUS PENAL LAW","PL 215510B","F","S",122,0,"25-44","M","BLACK",953307,147609,40.571782743,-74.111381727
"419",173104466,"2017-12-30T00:00:00.000",259,"MISCHIEF,CRIMINAL     UNCLASSIFIED 4TH DEG",351,"CRIMINAL MISCHIEF & RELATED OFFENSES","PL 1450001","M","M",14,15,"25-44","M","WHITE HISPANIC",990419,213304,40.7521528170001,-73.977735823
"420",173103582,"2017-12-30T00:00:00.000",114,"OBSTR BREATH/CIRCUL",344,"ASSAULT 3 & RELATED OFFENSES","PL 1211100","M","B",44,0,"25-44","M","BLACK",1006537,244511,40.8377816180001,-73.919457971
"421",173102770,"2017-12-30T00:00:00.000",478,"THEFT OF SERVICES, UNCLASSIFIED",343,"OTHER OFFENSES RELATED TO THEFT","PL 1651503","M","M",30,1,"25-44","M","BLACK",999539,239499,40.824040004,-73.944759612
"422",173101832,"2017-12-30T00:00:00.000",181,"IMPRISONMENT 2,UNLAWFUL",355,"OFFENSES AGAINST THE PERSON","PL 1350500","M","B",40,0,"25-44","M","WHITE HISPANIC",1009027,237887,40.8195940030001,-73.910483773
"423",173100189,"2017-12-30T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","B",42,0,"65+","M","BLACK",1014621,242507,40.8322571200001,-73.890252124
"424",173098533,"2017-12-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q",115,0,"25-44","M","WHITE HISPANIC",1015257,216196,40.760038405,-73.888075343
"425",173098049,"2017-12-30T00:00:00.000",905,"INTOXICATED DRIVING,ALCOHOL",347,"INTOXICATED & IMPAIRED DRIVING","VTL11920U2","M","K",83,0,"65+","M","WHITE HISPANIC",1002212,193214,40.696994556,-73.935225256
"426",173098046,"2017-12-30T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","B",40,0,"25-44","M","BLACK",1009926,235436,40.81286413,-73.907245123
"427",173097582,"2017-12-30T00:00:00.000",114,"OBSTR BREATH/CIRCUL",344,"ASSAULT 3 & RELATED OFFENSES","PL 1211100","M","M",20,0,"25-44","M","WHITE",987085,220739,40.772561679,-73.989766017
"428",173097303,"2017-12-30T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","Q",111,0,"25-44","M","BLACK",1055086,218221,40.7653670970001,-73.7442836719999
"429",173097295,"2017-12-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M",13,0,"18-24","M","WHITE",985985,209468,40.7416259390001,-73.993740343
"430",173097293,"2017-12-30T00:00:00.000",273,"TAMPERING 1,CRIMINAL",121,"CRIMINAL MISCHIEF & RELATED OFFENSES","PL 1452000","F","M",28,0,"18-24","M","BLACK",996960,232156,40.803889605,-73.9540918929999
"431",173095129,"2017-12-30T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200501","F","B",48,0,"45-64","F","BLACK HISPANIC",1014256,250228,40.8534502420001,-73.891536549
"432",173097589,"2017-12-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q",115,0,"25-44","M","WHITE HISPANIC",1019342,213253,40.7519453570001,-73.873345079
"433",173098053,"2017-12-30T00:00:00.000",779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,"MISCELLANEOUS PENAL LAW","PL 2155100","F","K",72,0,"25-44","M","WHITE HISPANIC",980243,175376,40.6480505590001,-74.0144412459999
"434",173100197,"2017-12-30T00:00:00.000",782,"WEAPONS, POSSESSION, ETC",236,"DANGEROUS WEAPONS","PL 2650102","M","Q",112,0,"45-64","M","ASIAN / PACIFIC ISLANDER",1024728,201848,40.7206184720001,-73.853974224
"435",173100200,"2017-12-30T00:00:00.000",639,"AGGRAVATED HARASSMENT 2",361,"OFF. AGNST PUB ORD SENSBLTY &","PL 24030M1","M","Q",104,0,"25-44","M","WHITE",1013787,195967,40.704519831,-73.893470403
"436",173101833,"2017-12-30T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","B",52,0,"25-44","M","BLACK HISPANIC",1011129,252656,40.860124446,-73.902830201
"437",173101843,"2017-12-30T00:00:00.000",201,"TRESPASS 4,CRIMINAL",678,"MISCELLANEOUS PENAL LAW","PL 1400500","V","K",77,0,"25-44","M","BLACK",1001089,183604,40.670619507,-73.939299133
"438",173102774,"2017-12-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q",110,0,"25-44","M","ASIAN / PACIFIC ISLANDER",1020593,208739,40.7395505160001,-73.868854284
"439",173103579,"2017-12-30T00:00:00.000",273,"TAMPERING 1,CRIMINAL",121,"CRIMINAL MISCHIEF & RELATED OFFENSES","PL 1452000","F","B",52,0,"45-64","M","BLACK",1014399,256904,40.871773348,-73.8909896059999
"440",173103583,"2017-12-30T00:00:00.000",203,"TRESPASS 3, CRIMINAL",352,"CRIMINAL TRESPASS","PL 140100A","M","K",75,0,"25-44","M","BLACK",1016540,182056,40.6663277260001,-73.883607838
"441",173111108,"2017-12-30T00:00:00.000",439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,"GRAND LARCENY","PL 1553001","F","M",18,0,"25-44","M","WHITE",990503,215519,40.7582323710001,-73.977430585
"442",173112648,"2017-12-30T00:00:00.000",511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,"DANGEROUS DRUGS","PL 2200300","M","B",43,2,"18-24","M","WHITE",1021869,239329,40.823506529,-73.864078446
"443",173099456,"2017-12-30T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200501","F","K",68,0,"25-44","F","WHITE",978404,164747,40.61887518,-74.02105914
"444",173113235,"2017-12-30T00:00:00.000",750,"RESISTING ARREST",359,"OFFENSES AGAINST PUBLIC ADMINISTRATION","PL 2053000","M","K",72,0,"18-24","M","WHITE HISPANIC",980659,175214,40.647606082,-74.012942045
"445",173101831,"2017-12-30T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","B",44,0,"45-64","M","BLACK",1007850,241218,40.8287398730001,-73.914724479
"446",173101837,"2017-12-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B",42,2,"25-44","F","BLACK",1011047,239814,40.824877175,-73.903177956
"447",173102760,"2017-12-30T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 120102H","F","B",47,0,"65+","M","BLACK",1027676,266180,40.897177696,-73.842922973
"448",173102763,"2017-12-30T00:00:00.000",779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,"MISCELLANEOUS PENAL LAW","PL 215510B","F","B",47,0,"65+","F","BLACK",1026486,262591,40.8873328180001,-73.847250013
"449",173102764,"2017-12-30T00:00:00.000",567,"MARIJUANA, POSSESSION 4 & 5",235,"DANGEROUS DRUGS","PL 2211001","M","K",72,0,"25-44","M","WHITE HISPANIC",979294,172285,40.639565947,-74.017858834
"450",173103587,"2017-12-30T00:00:00.000",223,"BURGLARY,RESIDENCE,NIGHT",107,"BURGLARY","PL 1402502","F","K",90,0,"25-44","M","WHITE HISPANIC",998016,196598,40.706290365,-73.950350331
"451",173111962,"2017-12-30T00:00:00.000",209,"BURGLARS TOOLS,UNCLASSIFIED",231,"BURGLAR'S TOOLS","PL 1403500","M","M",14,0,"25-44","M","WHITE",987472,214939,40.7566420420001,-73.988371577
"452",173107289,"2017-12-30T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","M",6,0,"45-64","M","WHITE HISPANIC",986679,207067,40.735035624,-73.991236768
"453",173093661,"2017-12-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M",1,0,"25-44","M","BLACK",982762,204595,40.728250797,-74.005370124
"454",173108371,"2017-12-30T00:00:00.000",568,"MARIJUANA, POSSESSION 1, 2 & 3",117,"DANGEROUS DRUGS","PL 2212500","F","K",83,0,"25-44","M","WHITE HISPANIC",1008707,191689,40.6927932200001,-73.91180795
"455",173093911,"2017-12-30T00:00:00.000",567,"MARIJUANA, POSSESSION 4 & 5",235,"DANGEROUS DRUGS","PL 2211001","M","M",25,0,"25-44","M","BLACK",1001756,231618,40.8024047430001,-73.936769757
